,customer_name,customer_email,country,gender,age,annual_salary,credit_card_debt,net_worth,car_purchase_amount,customer_email_suffix,region,population,area_sq_mi,pop_density_per_sq_mi,coastline_coastarea_ratio,net_migration,infant_mortality_per_1000_births,gdp__per_capita,literacy_,phones_per_1000,arable_,crops_,other_,climate,birthrate,deathrate,agriculture,industry,service
174,Drake Chen,enim.commodo@consequatenimdiam.com,Faroe Islands,0,41.94840202,38284.02013,15467.78745,587010.5521,31696.99679,.com,WESTERN EUROPE                     ,47246,1399,33.8,79.84,1.41,6.24,22000.0,0.0,503.8,2.14,0.0,97.86,0.0,14.05,8.7,0.27,0.11,0.62
175,Christian Hernandez,dolor@vehiculaPellentesque.co.uk,Kyrgyzstan,1,49.93151869,55293.50777,9465.090098,629764.2743,49220.0218,.co.uk,C.W. OF IND. STATES ,5213898,198500,26.3,0.0,-2.45,35.64,1600.0,97.0,84.0,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439
176,Tiger I. Melton,rhoncus@nisl.net,Israel,1,44.31436254,54918.38749,8920.385015,347017.8331,36086.93161,.net,NEAR EAST                          ,6352117,20770,305.8,1.31,0.68,7.03,19800.0,95.4,462.3,16.39,4.17,79.44,3.0,17.97,6.18,0.026,0.317,0.657
177,Quail D. Horne,sit.amet@FuscemollisDuis.org,Uganda,0,52.13426592,57262.79581,7793.073201,322150.3542,43264.04965,.org,SUB-SAHARAN AFRICA                 ,28195754,236040,119.5,0.0,0.0,67.83,1400.0,69.9,3.6,25.88,10.65,63.47,2.0,47.35,12.24,0.311,0.222,0.469
178,Hammett A. Manning,sapien.cursus.in@netus.edu,Samoa,1,40.60178125,72299.9501,11544.93385,275389.0701,40660.38317,.edu,OCEANIA                            ,176908,2944,60.1,13.69,-11.7,27.71,5600.0,99.7,75.2,21.2,24.38,54.42,2.0,16.43,6.62,0.114,0.584,0.302
179,Abra D. Golden,odio@Duis.com,Poland,0,53.76273185,65834.56889,15353.25774,152012.353,44525.02085,.com,EASTERN EUROPE                     ,38536869,312685,123.3,0.16,-0.49,8.51,11100.0,99.8,306.3,45.91,1.12,52.97,3.0,9.85,9.89,0.05,0.311,0.64
180,Vaughan L. Mathis,eu@iaculis.org,Bhutan,1,50.49435621,60382.17885,11302.88277,490444.4111,48518.90163,.org,ASIA (EX. NEAR EAST)         ,2279723,47000,48.5,0.0,0.0,100.44,1300.0,42.2,14.3,3.09,0.43,96.48,2.0,33.65,12.7,0.258,0.379,0.363
181,Alfreda V. Harrell,molestie@mi.net,Algeria,1,37.26933248,68691.17086,16305.78907,619707.4203,45805.30588,.net,NORTHERN AFRICA                    ,32930091,2381740,13.8,0.04,-0.39,31.0,6000.0,70.0,78.1,3.22,0.25,96.53,1.0,17.14,4.61,0.101,0.6,0.298
182,Jeanette Q. Leach,vitae@nisl.net,Liechtenstein,0,43.04031367,42978.34284,8884.11069,491193.3773,32478.44758,.net,WESTERN EUROPE                     ,33987,160,212.4,0.0,4.85,4.7,25000.0,100.0,585.5,25.0,0.0,75.0,4.0,10.21,7.18,0.06,0.39,0.55
183,Hector F. Leblanc,Curabitur@maurisaliquameu.net,Guernsey,0,64.05419444,61666.2852,11672.72382,299854.2186,55125.93237,.net,WESTERN EUROPE                     ,65409,78,838.6,64.1,3.84,4.71,20000.0,0.0,842.4,0.0,0.0,0.0,3.0,8.81,10.01,0.03,0.1,0.87
184,Cathleen E. Ortega,lectus@aliquamenim.org,Ghana,0,55.04901266,45757.15568,11207.01556,465709.8937,43405.89086,.org,SUB-SAHARAN AFRICA                 ,22409572,239460,93.6,0.23,-0.64,51.43,2200.0,74.8,14.4,16.26,9.67,74.07,2.0,30.52,9.72,0.366,0.246,0.387
185,Velma K. Moses,augue.scelerisque@luctuslobortis.com,Guam,1,47.44390371,73096.50927,10743.793,196421.7402,44577.44829,.com,OCEANIA                            ,171019,541,316.1,23.2,0.0,6.94,21000.0,99.0,492.0,9.09,16.36,74.55,2.0,18.79,4.48,0.0,0.0,0.0
186,Lael W. Sheppard,eu.metus@sodalespurusin.net,Armenia,1,36.3286175,67249.05932,12998.47232,396793.4734,37744.54285,.net,C.W. OF IND. STATES ,2976372,29800,99.9,0.0,-6.47,23.28,3500.0,98.6,195.7,17.55,2.3,80.15,4.0,12.07,8.23,0.239,0.343,0.418
187,Quinlan S. Cantu,pede.Praesent.eu@Aliquam.net,French Polynesia,1,45.42714869,72316.18286,8728.916803,279393.491,44846.68557,.net,OCEANIA                            ,274578,4167,65.9,60.6,2.94,8.44,17500.0,98.0,194.5,0.82,5.46,93.72,2.0,16.68,4.69,0.031,0.19,0.769
188,Mariam I. Montgomery,vel.mauris@accumsanneque.co.uk,Grenada,1,46.56694116,68431.27055,14088.90642,383693.2041,46643.26581,.co.uk,LATIN AMER. & CARIB    ,89703,344,260.8,35.17,-13.92,14.62,5000.0,98.0,364.5,5.88,29.41,64.71,2.0,22.08,6.88,0.054,0.18,0.766
189,Pamela M. Cantu,posuere.enim.nisl@lectusNullam.ca,China,0,47.05691571,62311.11641,9832.05731,830430.3692,56563.98675,.ca,ASIA (EX. NEAR EAST)         ,1313973713,9596960,136.9,0.15,-0.4,24.18,5000.0,90.9,266.7,15.4,1.25,83.35,1.5,13.25,6.97,0.125,0.473,0.403
190,Lynn S. Avery,dui.Suspendisse.ac@Sedegetlacus.net,Venezuela,1,59.39902491,77662.1109,13444.89631,331460.4727,61118.46947,.net,LATIN AMER. & CARIB    ,25730435,912050,28.2,0.31,-0.04,22.2,4800.0,93.4,140.1,2.95,0.92,96.13,2.0,18.71,4.92,0.04,0.419,0.541
191,Laurel H. Snow,dui.Suspendisse.ac@tacitisociosqu.org,Andorra,1,36.40803286,69494.69783,20000.0,335809.6171,37303.56701,.org,WESTERN EUROPE                     ,71201,468,152.1,0.0,6.6,4.05,19000.0,100.0,497.2,2.22,0.0,97.78,3.0,8.71,6.25,0.0,0.0,0.0
192,Keegan Q. Ramirez,aliquet@volutpatNulla.edu,Yemen,0,47.4509492,61063.35631,12066.26571,509543.0859,46892.26617,.edu,NEAR EAST                          ,21456188,527970,40.6,0.36,0.0,61.5,800.0,50.2,37.2,2.78,0.24,96.98,1.0,42.89,8.3,0.135,0.472,0.393
193,Shad K. Hancock,sit.amet@Proin.org,United States,1,37.8936486,79368.91741,13501.92659,761935.5177,56457.74038,.org,NORTHERN AMERICA                   ,298444215,9631420,31.0,0.21,3.41,6.5,37800.0,97.0,898.0,19.13,0.22,80.65,3.0,14.14,8.26,0.01,0.204,0.787
194,Harding E. York,quis.lectus.Nullam@egestas.org,French Polynesia,1,41.56343675,61693.44352,10835.25736,620522.3842,45509.69732,.org,OCEANIA                            ,274578,4167,65.9,60.6,2.94,8.44,17500.0,98.0,194.5,0.82,5.46,93.72,2.0,16.68,4.69,0.031,0.19,0.769
195,Indira A. Aguilar,erat.Sed.nunc@aneque.ca,United States,1,32.78689927,47211.66812,4295.225339,539365.9366,27625.44144,.ca,NORTHERN AMERICA                   ,298444215,9631420,31.0,0.21,3.41,6.5,37800.0,97.0,898.0,19.13,0.22,80.65,3.0,14.14,8.26,0.01,0.204,0.787
196,Cassady L. Foreman,magna.Suspendisse@tincidunt.edu,Marshall Islands,0,39.43529081,63675.93263,9631.974905,74257.82785,29002.05665,.edu,OCEANIA                            ,60422,11854,5.1,3.12,-6.04,29.45,1600.0,93.7,91.2,16.67,38.89,44.44,2.0,33.05,4.78,0.317,0.149,0.534
197,Wade O. Diaz,vel.sapien.imperdiet@dolorsit.co.uk,Greece,0,45.09515473,63687.4988,13421.36821,358615.9327,42011.19965,.co.uk,WESTERN EUROPE                     ,10688058,131940,81.0,10.37,2.35,5.53,20000.0,97.5,589.7,21.1,8.78,70.12,3.0,9.68,10.24,0.054,0.213,0.733
198,Len B. Finley,dis@dis.edu,Greenland,1,50.69496793,63678.15468,5011.615145,563498.6636,52654.40455,.edu,NORTHERN AMERICA                   ,56361,2166086,0.0,2.04,-8.37,15.82,20000.0,0.0,448.9,0.0,0.0,100.0,1.0,15.93,7.84,0.0,0.0,0.0
199,Emerald U. Hanson,dui.quis.accumsan@pedeCrasvulputate.co.uk,United Arab Emirates,0,49.46168599,77435.46545,6922.152838,48620.32123,44432.71747,.co.uk,NEAR EAST                          ,2602713,82880,31.4,1.59,1.03,14.51,23200.0,77.9,475.3,0.6,2.25,97.15,1.0,18.96,4.4,0.04,0.585,0.375
200,Cody G. Gill,sagittis.Nullam@acrisus.com,Puerto Rico,1,45.85016782,62721.40514,16127.56619,494985.5363,46054.60253,.com,LATIN AMER. & CARIB    ,3927188,13790,284.8,3.63,-1.46,8.24,16800.0,94.1,283.1,3.95,5.52,90.53,2.0,12.77,7.65,0.01,0.45,0.54
201,Kyle R. Kaufman,Morbi.vehicula@mattis.org,Israel,1,53.14119207,70842.83518,9536.899689,545946.9996,58235.41454,.org,NEAR EAST                          ,6352117,20770,305.8,1.31,0.68,7.03,19800.0,95.4,462.3,16.39,4.17,79.44,3.0,17.97,6.18,0.026,0.317,0.657
202,Drake D. Gray,orci.consectetuer@porttitor.com,Mauritania,1,38.93027639,55285.98625,17462.07506,734443.6969,42990.29255,.com,SUB-SAHARAN AFRICA                 ,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
203,Tate C. Foster,dignissim.magna@Maurisvel.edu,Vietnam,1,69.56930586,41434.51258,6810.555606,252220.2937,47009.57741,.edu,ASIA (EX. NEAR EAST)         ,84402966,329560,256.1,1.05,-0.45,25.95,2500.0,90.3,187.7,19.97,5.95,74.08,2.0,16.86,6.22,0.209,0.41,0.381
204,Zelenia L. Lowe,Nunc.mauris.elit@Curabiturvel.edu,Bermuda,0,50.71732637,60404.38394,4198.839128,513974.6812,49399.97041,.edu,NORTHERN AMERICA                   ,65773,53,1241.0,194.34,2.49,8.53,36000.0,98.0,851.4,20.0,0.0,80.0,2.0,11.4,7.74,0.01,0.1,0.89
205,Callum U. Sweet,sem.ut@odio.edu,Equatorial Guinea,0,51.77261249,65239.06468,7437.211028,168703.3385,42997.16761,.edu,SUB-SAHARAN AFRICA                 ,540109,28051,19.3,1.06,0.0,85.13,2700.0,85.7,18.5,4.63,3.57,91.8,2.0,35.59,15.06,0.03,0.906,0.062
206,Zane I. Boone,blandit@Cum.edu,Bahrain,1,45.13851753,62939.12851,632.0528524,455589.7973,44434.98419,.edu,NEAR EAST                          ,698585,665,1050.5,24.21,1.05,17.27,16900.0,89.1,281.3,2.82,5.63,91.55,1.0,17.8,4.14,0.005,0.387,0.608
207,Timothy J. Terrell,orci@lobortis.com,Laos,0,47.68088058,60608.40313,8233.280719,492113.0067,46325.50959,.com,ASIA (EX. NEAR EAST)         ,6368481,236800,26.9,0.0,0.0,85.22,1700.0,66.4,14.1,3.8,0.35,95.85,2.0,35.49,11.55,0.455,0.287,0.258
208,Michelle W. Ryan,ante.lectus@duiCum.net,Italy,0,47.79216388,86706.33333,9653.26498,333543.693,56499.10202,.net,WESTERN EUROPE                     ,58133509,301230,193.0,2.52,2.07,5.94,26700.0,98.6,430.9,27.79,9.53,62.68,0.0,8.72,10.4,0.021,0.291,0.688
209,Serena B. Moody,vitae.risus.Duis@hymenaeos.edu,French Guiana,1,57.27478648,41236.36497,9399.342975,466988.2602,42773.75905,.edu,LATIN AMER. & CARIB    ,199509,91000,2.2,0.42,6.27,12.07,8300.0,83.0,255.6,0.14,0.05,99.81,2.0,20.46,4.88,0.066,0.156,0.778
210,Mark V. Vaughn,Morbi.vehicula@ac.net,Israel,1,46.27084405,77146.27598,7903.33495,418764.5061,52313.98392,.net,NEAR EAST                          ,6352117,20770,305.8,1.31,0.68,7.03,19800.0,95.4,462.3,16.39,4.17,79.44,3.0,17.97,6.18,0.026,0.317,0.657
211,Anjolie A. Galloway,consequat.nec.mollis@nec.ca,Marshall Islands,0,44.35361663,56437.30404,10461.98276,249182.7848,34139.6373,.ca,OCEANIA                            ,60422,11854,5.1,3.12,-6.04,29.45,1600.0,93.7,91.2,16.67,38.89,44.44,2.0,33.05,4.78,0.317,0.149,0.534
212,Kylee O. Warner,cursus.in@neque.co.uk,China,1,65.22488117,70703.85013,5025.365518,284991.7415,60763.24731,.co.uk,ASIA (EX. NEAR EAST)         ,1313973713,9596960,136.9,0.15,-0.4,24.18,5000.0,90.9,266.7,15.4,1.25,83.35,1.5,13.25,6.97,0.125,0.473,0.403
213,Lana S. Pace,augue@orci.com,Cape Verde,1,46.60008704,54279.39597,5699.184814,124979.0501,31215.6421,.com,SUB-SAHARAN AFRICA                 ,420979,4033,104.4,23.93,-12.07,47.77,1400.0,76.6,169.6,9.68,0.5,89.82,3.0,24.87,6.55,0.121,0.219,0.66
214,Sandra J. Huber,enim@famesac.org,Benin,0,56.77294754,59168.00751,10474.44187,623487.5952,56973.18105,.org,SUB-SAHARAN AFRICA                 ,7862944,112620,69.8,0.11,0.0,85.0,1100.0,40.9,9.7,18.08,2.4,79.52,2.0,38.85,12.22,0.316,0.138,0.546
215,Octavius C. Spencer,Curabitur.consequat@miDuisrisus.com,Bangladesh,0,32.87492543,61889.61618,12024.48457,133226.0617,24184.07443,.com,ASIA (EX. NEAR EAST)         ,147365352,144000,1023.4,0.4,-0.71,62.6,1900.0,43.1,7.3,62.11,3.07,34.82,2.0,29.8,8.27,0.199,0.198,0.603
216,Brendan G. Kelley,vel@lorem.org,Venezuela,1,43.25105758,66013.95174,7039.540023,610942.1408,49079.61942,.org,LATIN AMER. & CARIB    ,25730435,912050,28.2,0.31,-0.04,22.2,4800.0,93.4,140.1,2.95,0.92,96.13,2.0,18.71,4.92,0.04,0.419,0.541
217,Rooney R. Padilla,eu.turpis@accumsansed.co.uk,Philippines,0,45.26036406,68499.69447,15436.79968,308445.8598,43401.56612,.co.uk,ASIA (EX. NEAR EAST)         ,89468677,300000,298.2,12.1,-1.5,23.51,4600.0,92.6,38.4,18.95,16.77,64.28,2.0,24.89,5.41,0.144,0.326,0.53
218,Taylor A. Patel,erat.vitae.risus@temporarcu.edu,Jamaica,1,37.94194499,74590.25495,5614.004976,573441.9724,48349.16457,.edu,LATIN AMER. & CARIB    ,2758124,10991,250.9,9.3,-4.92,12.36,3900.0,87.9,124.0,16.07,10.16,73.77,2.0,20.82,6.52,0.049,0.337,0.615
219,Lillith H. Larsen,dignissim.lacus.Aliquam@maurissapien.com,Thailand,1,39.69651573,67772.66646,6887.248301,134188.4492,33261.00057,.com,ASIA (EX. NEAR EAST)         ,64631595,514000,125.7,0.63,0.0,20.48,7400.0,92.6,108.9,29.36,6.46,64.18,2.0,13.87,7.04,0.099,0.441,0.46
220,Tobias L. Sullivan,tempus.non@nasceturridiculus.ca,Poland,1,42.69544169,62563.57825,6130.305181,426488.7459,41327.16554,.ca,EASTERN EUROPE                     ,38536869,312685,123.3,0.16,-0.49,8.51,11100.0,99.8,306.3,45.91,1.12,52.97,3.0,9.85,9.89,0.05,0.311,0.64
221,Quincy Q. Ayers,nisl.Nulla@Donecelementumlorem.net,Belarus,0,41.87168381,70361.01504,12024.72511,575500.7687,49336.11628,.net,C.W. OF IND. STATES ,10293011,207600,49.6,0.0,2.54,13.37,6100.0,99.6,319.1,29.55,0.6,69.85,4.0,11.16,14.02,0.093,0.316,0.591
222,Ulysses X. Burch,Sed.nunc.est@arcuMorbi.edu,Kyrgyzstan,0,51.29771627,74810.89471,13658.34201,286849.7875,51405.55229,.edu,C.W. OF IND. STATES ,5213898,198500,26.3,0.0,-2.45,35.64,1600.0,97.0,84.0,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439
223,Jorden I. Whitley,turpis@orci.com,Italy,0,37.72282353,49346.405,5827.820346,479685.9824,31249.98803,.com,WESTERN EUROPE                     ,58133509,301230,193.0,2.52,2.07,5.94,26700.0,98.6,430.9,27.79,9.53,62.68,0.0,8.72,10.4,0.021,0.291,0.688
224,Heather G. Goodwin,semper.egestas@maurissapien.co.uk,Uganda,1,41.22493528,73426.08521,14822.79645,336867.7147,43598.96993,.co.uk,SUB-SAHARAN AFRICA                 ,28195754,236040,119.5,0.0,0.0,67.83,1400.0,69.9,3.6,25.88,10.65,63.47,2.0,47.35,12.24,0.311,0.222,0.469
225,Gray F. Walker,lobortis.Class.aptent@iaculis.com,Turkmenistan,0,45.21937869,72939.83195,7787.204492,589669.6573,54013.47595,.com,C.W. OF IND. STATES ,5042920,488100,10.3,0.0,-0.86,73.08,5800.0,98.0,74.6,3.72,0.14,96.14,1.0,27.61,8.6,0.209,0.38,0.411
226,Piper S. Houston,risus@enimconsequat.org,Pakistan,0,40.76074066,72277.82609,13580.87747,202710.1294,38674.66038,.org,ASIA (EX. NEAR EAST)         ,165803560,803940,206.2,0.13,-2.77,72.44,2100.0,45.7,31.8,27.87,0.87,71.26,1.0,29.74,8.23,0.216,0.251,0.533
227,Chester X. Carrillo,tempor.erat.neque@ac.com,French Polynesia,1,40.36205839,53921.33351,9046.18109,515305.4841,37076.82508,.com,OCEANIA                            ,274578,4167,65.9,60.6,2.94,8.44,17500.0,98.0,194.5,0.82,5.46,93.72,2.0,16.68,4.69,0.031,0.19,0.769
228,Nathaniel P. Stephens,Cras.dictum.ultricies@conubia.ca,Guatemala,0,31.8336316,65312.96755,11398.82486,572037.8859,37947.85125,.ca,LATIN AMER. & CARIB    ,12293545,108890,112.9,0.37,-1.67,35.93,4100.0,70.6,92.1,12.54,5.03,82.43,2.0,29.88,5.2,0.227,0.188,0.585
229,Jennifer C. Williamson,rutrum@fermentumconvallisligula.ca,Paraguay,0,54.12700263,55619.34152,11212.43791,229070.5491,41320.07256,.ca,LATIN AMER. & CARIB    ,6506464,406750,16.0,0.0,-0.08,25.63,4700.0,94.0,49.2,7.6,0.23,92.17,2.0,29.1,4.49,0.224,0.207,0.569
230,Rae C. Hodge,lacus@massaSuspendisse.ca,Kiribati,0,55.34658335,70914.59993,9644.41026,779143.6005,66888.93694,.ca,OCEANIA                            ,105432,811,130.0,140.94,0.0,48.52,800.0,0.0,42.7,2.74,50.68,46.58,2.0,30.65,8.26,0.089,0.242,0.668
231,Urielle M. Contreras,elit.Aliquam.auctor@dolor.org,Bolivia,0,35.37515645,33422.99683,8570.611562,211168.6293,12536.93842,.org,LATIN AMER. & CARIB    ,8989046,1098580,8.2,0.0,-1.32,53.11,2400.0,87.2,71.9,2.67,0.19,97.14,1.5,23.3,7.53,0.128,0.352,0.52
232,Leila F. Hubbard,ultrices.posuere.cubilia@magnisdis.com,Samoa,1,45.19479436,74173.39239,11315.59626,521404.2386,52709.08196,.com,OCEANIA                            ,176908,2944,60.1,13.69,-11.7,27.71,5600.0,99.7,75.2,21.2,24.38,54.42,2.0,16.43,6.62,0.114,0.584,0.302
233,Tanisha H. Foster,sem.vitae@malesuadafringillaest.net,Andorra,0,49.89768983,53587.12801,8501.49728,811594.0392,53502.97742,.net,WESTERN EUROPE                     ,71201,468,152.1,0.0,6.6,4.05,19000.0,100.0,497.2,2.22,0.0,97.78,3.0,8.71,6.25,0.0,0.0,0.0
234,Hammett F. Marsh,tempus.scelerisque@maurisaliquam.ca,Iraq,1,54.22262982,58011.6339,9822.426192,552454.0263,52116.90791,.ca,NEAR EAST                          ,26783383,437072,61.3,0.01,0.0,50.25,1500.0,40.4,38.6,13.15,0.78,86.07,1.0,31.98,5.37,0.073,0.666,0.261
235,Calvin A. Lancaster,ante.bibendum.ullamcorper@fringilla.net,South Africa,1,28.74024358,69171.95281,6354.833826,613104.784,38705.65839,.net,SUB-SAHARAN AFRICA                 ,44187637,1219912,36.2,0.23,-0.29,61.81,10700.0,86.4,107.0,12.08,0.79,87.13,1.0,18.2,22.0,0.025,0.303,0.671
236,Solomon P. Randolph,orci.luctus.et@lacus.com,Argentina,0,54.16455309,79173.0767,6913.05683,397700.1404,59483.91183,.com,LATIN AMER. & CARIB    ,39921833,2766890,14.4,0.18,0.61,15.18,11200.0,97.1,220.4,12.31,0.48,87.21,3.0,16.73,7.55,0.095,0.358,0.547
237,Kasimir Q. Cherry,risus@in.net,Andorra,0,33.19434796,63065.12164,8907.661779,505897.3041,35911.64559,.net,WESTERN EUROPE                     ,71201,468,152.1,0.0,6.6,4.05,19000.0,100.0,497.2,2.22,0.0,97.78,3.0,8.71,6.25,0.0,0.0,0.0
238,Dominic I. Faulkner,pharetra.Nam@sociisnatoque.org,Tonga,0,47.79777532,65530.36401,8774.069514,210573.7042,41034.28343,.org,OCEANIA                            ,114689,748,153.3,56.02,0.0,12.62,2200.0,98.5,97.7,23.61,43.06,33.33,2.0,25.37,5.28,0.23,0.27,0.5
239,Pascale I. Key,urna.suscipit@enim.ca,Equatorial Guinea,0,48.93654638,63732.3931,12848.20061,581620.4824,51730.17434,.ca,SUB-SAHARAN AFRICA                 ,540109,28051,19.3,1.06,0.0,85.13,2700.0,85.7,18.5,4.63,3.57,91.8,2.0,35.59,15.06,0.03,0.906,0.062
240,Nola L. Sweeney,eu@necmaurisblandit.co.uk,Solomon Islands,0,54.61385876,62689.53964,8732.143355,481513.5074,53021.86074,.co.uk,OCEANIA                            ,552438,28450,19.4,18.67,0.0,21.29,1700.0,0.0,13.4,0.64,2.0,97.36,2.0,30.01,3.92,0.42,0.11,0.47
241,Clementine X. Powell,quis.pede@Aliquamfringilla.ca,Papua New Guinea,0,41.86361457,51539.93045,6932.950306,371355.6935,32828.03477,.ca,OCEANIA                            ,5670544,462840,12.3,1.11,0.0,51.45,2200.0,64.6,10.9,0.46,1.44,98.1,2.0,29.36,7.25,0.353,0.381,0.266
242,Quinlan U. Sears,magna@velarcueu.ca,Canada,1,40.8753749,59060.08664,5841.612044,136346.3069,29417.64694,.ca,NORTHERN AMERICA                   ,33098932,9984670,3.3,2.02,5.96,4.75,29800.0,97.0,552.2,4.96,0.02,95.02,0.0,10.78,7.8,0.022,0.294,0.684
243,Odette Q. Sherman,Mauris.molestie@Intincidunt.co.uk,Sierra Leone,1,53.05501309,62713.78149,11498.03993,679435.1745,57461.51158,.co.uk,SUB-SAHARAN AFRICA                 ,6005250,71740,83.7,0.56,0.0,143.64,500.0,31.4,4.0,6.98,0.89,92.13,2.0,45.76,23.03,0.49,0.31,0.21
244,Kirestin F. Yang,eleifend.egestas.Sed@tempus.net,South Africa,1,52.77569606,44747.66132,4975.144559,793986.6155,50441.62427,.net,SUB-SAHARAN AFRICA                 ,44187637,1219912,36.2,0.23,-0.29,61.81,10700.0,86.4,107.0,12.08,0.79,87.13,1.0,18.2,22.0,0.025,0.303,0.671
245,Colleen S. Mcguire,tincidunt@Proinsedturpis.edu,Grenada,0,43.50671123,65529.70333,3932.838165,353929.5495,41575.34739,.edu,LATIN AMER. & CARIB    ,89703,344,260.8,35.17,-13.92,14.62,5000.0,98.0,364.5,5.88,29.41,64.71,2.0,22.08,6.88,0.054,0.18,0.766
246,Dennis N. Thompson,vitae.erat@urnaNullamlobortis.ca,Guatemala,0,41.80848339,62426.52379,6619.929677,630411.2698,46412.47781,.ca,LATIN AMER. & CARIB    ,12293545,108890,112.9,0.37,-1.67,35.93,4100.0,70.6,92.1,12.54,5.03,82.43,2.0,29.88,5.2,0.227,0.188,0.585
247,Lester J. Burch,Nunc.mauris@commodo.com,Turkmenistan,0,40.60183491,73498.30715,3066.939924,491904.1899,47610.11718,.com,C.W. OF IND. STATES ,5042920,488100,10.3,0.0,-0.86,73.08,5800.0,98.0,74.6,3.72,0.14,96.14,1.0,27.61,8.6,0.209,0.38,0.411
248,Abigail X. Lindsey,dui@nondui.ca,Croatia,0,63.41453115,46549.16329,640.045378,626163.832,55543.38497,.ca,EASTERN EUROPE                     ,4494749,56542,79.5,10.32,1.58,6.84,10600.0,98.5,420.4,26.09,2.27,71.65,0.0,9.61,11.48,0.07,0.308,0.622
249,Rachel E. Suarez,non.vestibulum.nec@euturpis.co.uk,Guam,1,58.9815941,70111.5398,7949.463649,239217.6732,53848.7555,.co.uk,OCEANIA                            ,171019,541,316.1,23.2,0.0,6.94,21000.0,99.0,492.0,9.09,16.36,74.55,2.0,18.79,4.48,0.0,0.0,0.0
250,Derek X. Richards,tincidunt@porttitor.com,Croatia,1,45.27895873,66747.66857,9691.23462,221290.9818,39904.81613,.com,EASTERN EUROPE                     ,4494749,56542,79.5,10.32,1.58,6.84,10600.0,98.5,420.4,26.09,2.27,71.65,0.0,9.61,11.48,0.07,0.308,0.622
251,Kieran G. Justice,in@Sed.co.uk,Samoa,1,49.4022674,70737.29383,13851.11162,266765.477,46937.17422,.co.uk,OCEANIA                            ,176908,2944,60.1,13.69,-11.7,27.71,5600.0,99.7,75.2,21.2,24.38,54.42,2.0,16.43,6.62,0.114,0.584,0.302
252,Zenia H. Patel,dis@tortor.com,Puerto Rico,1,39.98349575,57455.7609,12186.02793,159727.8753,28440.81268,.com,LATIN AMER. & CARIB    ,3927188,13790,284.8,3.63,-1.46,8.24,16800.0,94.1,283.1,3.95,5.52,90.53,2.0,12.77,7.65,0.01,0.45,0.54
253,Michelle R. Burke,dui@justo.ca,Mauritania,1,41.37223373,60657.59355,3331.304747,392177.789,38148.00163,.ca,SUB-SAHARAN AFRICA                 ,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
254,Florence U. Hunter,diam@tellus.org,Ethiopia,0,46.75803824,50694.42707,10881.90102,587858.6295,42747.53925,.org,SUB-SAHARAN AFRICA                 ,74777981,1127127,66.3,0.0,0.0,95.32,700.0,42.7,8.2,10.71,0.75,88.54,2.0,37.98,14.86,0.475,0.099,0.426
255,Jelani A. Wall,aliquet@Duisa.co.uk,Brazil,0,27.44024624,55369.72784,10888.93494,606851.1696,29670.83337,.co.uk,LATIN AMER. & CARIB    ,188078227,8511965,22.1,0.09,-0.03,29.61,7600.0,86.4,225.3,6.96,0.9,92.15,2.0,16.56,6.17,0.084,0.4,0.516
256,"Oconnor, Linus Q.",Donec.elementum@Fuscemilorem.co.uk,Mayotte,0,50.50648739,82094.10712,1065.607589,577272.6805,63248.76188,.co.uk,SUB-SAHARAN AFRICA                 ,201234,374,538.1,49.52,6.78,62.4,2600.0,0.0,49.7,0.0,0.0,0.0,2.0,40.95,7.7,0.0,0.0,0.0
257,"Herman, Griffith P.",ligula.Nullam.enim@nibhlacinia.edu,Liechtenstein,0,43.09147264,74090.51299,10877.69223,225670.1288,42321.56548,.edu,WESTERN EUROPE                     ,33987,160,212.4,0.0,4.85,4.7,25000.0,100.0,585.5,25.0,0.0,75.0,4.0,10.21,7.18,0.06,0.39,0.55
258,"Knapp, Quamar P.",Maecenas.libero.est@miacmattis.com,El Salvador,0,31.97176907,73935.74201,8253.583457,625484.0917,44463.30502,.com,LATIN AMER. & CARIB    ,6822378,21040,324.3,1.46,-3.74,25.1,4800.0,80.2,142.4,31.85,12.07,56.08,2.0,26.61,5.78,0.099,0.302,0.599
259,"Chambers, Avram C.",Nunc.pulvinar.arcu@ultricesaauctor.ca,Isle of Man,1,62.86886081,75719.22986,10515.28135,474485.6659,67092.23276,.ca,WESTERN EUROPE                     ,75441,572,131.9,27.97,5.36,5.93,21000.0,0.0,676.0,9.0,0.0,91.0,3.0,11.05,11.19,0.01,0.13,0.86
260,"Ashley, Macon Z.",metus.Vivamus.euismod@arcuVivamus.co.uk,Bosnia & Herzegovina,1,49.62207396,42003.01617,6052.844775,579220.0393,40022.17406,.co.uk,EASTERN EUROPE                     ,4498976,51129,88.0,0.04,0.31,21.05,6100.0,0.0,215.4,13.6,2.96,83.44,4.0,8.77,8.27,0.142,0.308,0.55
